Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17722-70827,C,Ivica,,Zubac,8.836363359,11,3800,IND@LAL,LAL,IND,,
17722-17332,PF,Tarik,,Black,14,34,3600,IND@LAL,LAL,IND,,
17722-12424,C,Timofey,,Mozgov,14.95333388,45,3500,IND@LAL,LAL,IND,,
17722-9568,SF,Metta,,World Peace,2.643749952,16,3500,IND@LAL,LAL,IND,,
17722-15730,PF,Thomas,,Robinson,11.40937519,32,3500,IND@LAL,LAL,IND,,
17722-66521,PG,Marcelo,,Huertas,8.227778117,18,3500,IND@LAL,LAL,IND,,
17722-9712,PG,Jose,,Calderon,8.315789474,19,3500,IND@LAL,LAL,IND,,
17722-9581,C,Marc,,Gasol,36.08095296,42,8200,SAC@MEM,MEM,SAC,,
17722-9575,PG,Mike,,Conley,33.75312424,32,7700,SAC@MEM,MEM,SAC,,
17722-9579,PF,Zach,,Randolph,26.17837772,37,5900,SAC@MEM,MEM,SAC,,
17722-15405,PF,JaMychal,,Green,21.54418661,43,4600,SAC@MEM,MEM,SAC,,
17722-9458,SG,Tony,,Allen,21.19189123,37,4600,SAC@MEM,MEM,SAC,,
17722-17491,SF,James,,Ennis III,16.19666646,30,3600,SAC@MEM,MEM,SAC,,
17722-9654,SF,Vince,,Carter,16.41891892,37,3600,SAC@MEM,MEM,SAC,,
17722-66129,PF,Deyonta,,Davis,5.590476263,21,3500,SAC@MEM,MEM,SAC,,
17722-58490,PG,Wade,,Baldwin IV,8.634782874,23,3500,SAC@MEM,MEM,SAC,,
17722-42662,SF,Troy,,Williams,10.30416679,24,3500,SAC@MEM,MEM,SAC,,
17722-42665,PG,Andrew,,Harrison,16.00243843,41,3500,SAC@MEM,MEM,SAC,,
17722-14537,SF,Chandler,,Parsons,11.21111128,18,3500,SAC@MEM,MEM,SAC,,
17722-20805,SG,Troy,,Daniels,13.09062481,32,3500,SAC@MEM,MEM,SAC,,
17722-40819,PF,Jarell,,Martin,9.678947047,38,3500,SAC@MEM,MEM,SAC,,
17722-40199,SG,Giannis,,Antetokounmpo,47.30249939,40,11100,MIL@ORL,MIL,ORL,,
17722-42550,PF,Jabari,,Parker,32.68292683,41,7400,MIL@ORL,MIL,ORL,,
17722-12337,C,Greg,,Monroe,24.06499939,40,5600,MIL@ORL,MIL,ORL,,
17722-16359,PG,Malcolm,,Brogdon,19.44390274,41,5400,MIL@ORL,MIL,ORL,,
17722-9587,SF,Michael,,Beasley,15.91714216,35,4600,MIL@ORL,MIL,ORL,,
17722-17517,SF,Tony,,Snell,15.21750031,40,3600,MIL@ORL,MIL,ORL,,
17722-15952,C,John,,Henson,17.2871798,39,3500,MIL@ORL,MIL,ORL,,
17722-20064,PG,Matthew,,Dellavedova,18.06666734,36,3500,MIL@ORL,MIL,ORL,,
17722-23178,SF,Mirza,,Teletovic,11.65588199,34,3500,MIL@ORL,MIL,ORL,,
17722-70820,PF,Thon,,Maker,4.038888719,18,3500,MIL@ORL,MIL,ORL,,
17722-9895,SF,Steve,,Novak,1.075000048,8,3500,MIL@ORL,MIL,ORL,,
17722-15591,C,Miles,,Plumlee,5.132142748,28,3500,MIL@ORL,MIL,ORL,,
17722-9496,PG,Jason,,Terry,7.786110772,36,3500,MIL@ORL,MIL,ORL,,
17722-58661,SG,Rashad,,Vaughn,6.570588056,17,3500,MIL@ORL,MIL,ORL,,
17722-15755,PF,Anthony,,Davis,51.57750244,40,11900,BKN@NO,NO,BKN,,
17722-9663,PG,Jrue,,Holiday,29.5,28,6500,BKN@NO,NO,BKN,,
17722-9692,SG,Tyreke,,Evans,20.81999919,15,5800,BKN@NO,NO,BKN,,
