X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,date
matchuplink,501502,7:00p,OrlandoWashingtonOptions,642CSN-DC,198½ -110-5 -110,50.6%49.4%,200 -107-2½ -113,200 -110-3 -110,200½ -110-3 -110,200 -113-3 -103,200½ -105-3 -105,200½ -110-3 -110,201 -110-3 -115,200½ -110-3 -110,200 -110-2½ -110,200 -113-3 -103,2016-12-06
matchuplink,503504,7:30p,ChicagoDetroitOptions,663FS-DET,198 -110-5 -110,47.1%52.9%,200½ -109-5½ -102,201 -110-5½ -110,201 -110-5½ -110,201 -115-5½ -115,200½ -105-5½ -105,201 -110-5½ -110,202 -115-5½ -110,201 -110-5½ -110,201 -110-5½ -110,201 -115-5½ -115,2016-12-06
matchuplink,505506,7:30p,New YorkMiamiOptions,SUN653,204 -110-2 -110,60.6%39.4%,205½ -109-1½ -102,203½ -105-2 -109,205½ -110-1 -115,205½ -110-1½ -105,205½ -105-1 -105,205½ -110-1 -115,PK -110206 -110,205½ -110-1 -115,PK -110205½ -110,205½ -110-1½ -105,2016-12-06
matchuplink,507508,8:00p,PhiladelphiaMemphisOptions,649-2FS-SE,196½ -110-8½ -110,51.2%48.8%,194½ -107-7 -110,194½ -110-7½ -110,194½ -110-7½ -105,194½ -110-7½ +100,194½ -105-7 -105,194½ -110-7½ -110,194 -115-7½ -110,194½ -110-7½ -105,194½ -110-7 -115,194½ -110-7½ +100,2016-12-06
matchuplink,509510,8:00p,San AntonioMinnesotaOptions,NBA TV216,-6 -110204½ -110,60.1%39.9%,-4 +106205½ -107,-4 -110205½ -110,-4 -105205½ -110,-4 -110205½ -110,-4 -105206 -105,-4 -110205½ -110,-5 -105206 -110,-4 -105205½ -110,-4 -110205½ -110,-4 -110205½ -110,2016-12-06
matchuplink,511512,9:00p,PhoenixUtahOptions,ROOT SPORTS687,204 -110-8½ -105,49.6%50.4%,204½ -105-7 -105,204½ -110-7 -110,204½ -110-7 -115,204 -110-6½ -116,204 -105-7 -105,204½ -110-7 -115,204 -115-7 -105,204½ -110-7 -115,204½ -110-7 -110,204 -110-6½ -116,2016-12-06
matchuplink,701702,7:00p,DenverPhiladelphiaOptions,CSN-PH,-4½ -110211 -110,52.0%48.0%,-4 +102210 -107,-3½ -110210 -110,-3½ -110210½ -110,-3½ -105210 -110,-3½ -105210 -105,-3½ -110210½ -110,-4 -110210 -115,-3½ -110210½ -110,-3½ -110210 -110,-3½ -105210 -110,2016-12-05
matchuplink,703704,7:30p,Oklahoma CityAtlantaOptions,649FS-SE,PK -110211 -110,45.3%54.7%,212 -105-4½ -104,212 -110-4 -110,211½ -110-4½ -110,213 -120-4 -115,212 -105-4 -105,211½ -110-4½ -110,213 -110-4 -110,211½ -110-4½ -110,212 -110-4½ -110,213 -120-4 -115,2016-12-05
matchuplink,705706,7:30p,ClevelandTorontoOptions,660FS-OH,-1½ -110215½ -110,56.9%43.1%,214½ -107-2 -106,214½ -110-2 -110,214½ -110-2 -108,214½ -110-2 -110,214 -105-2 -105,214½ -110-2 -108,PK -110215 -110,214½ -110-2 -108,214½ -110-2 -110,214½ -110-2 -110,2016-12-05
matchuplink,707708,7:30p,WashingtonBrooklynOptions,YES631,-6½ -110217 -110,52.6%47.4%,-6½ -108217½ -106,-6½ -110218½ -110,-6½ -110218 -110,-6½ -115218 -115,-6½ -105218 -105,-6½ -110218 -110,-6½ -110218 -115,-6½ -110218 -110,-6½ -110218 -110,-6½ -115218 -115,2016-12-05
matchuplink,709710,8:00p,MemphisNew OrleansOptions,FS-NO676-4,198 -110-3½ -110,53.9%46.1%,196½ -108-4½ -107,196 -110-4½ -110,196 -110-4½ -110,196½ -115-4½ -105,196 -105-4½ -105,196 -110-4½ -110,196 -110-4½ -105,196 -110-4½ -110,196 -110-4 -110,196½ -115-4½ -105,2016-12-05
matchuplink,711712,8:00p,PortlandChicagoOptions,665CSN-CH,215½ -110-6 -110,51.6%48.4%,212 -113-4 -108,212 -110-4 -110,212½ -110-4 -110,213 -120-3½ -119,212 -105-4 -105,212½ -110-4 -105,212 -115-4 -115,212½ -110-4 -110,212½ -110-4 -105,213 -120-3½ -119,2016-12-05
matchuplink,713714,8:00p,San AntonioMilwaukeeOptions,FS-WI668-1,-5½ -115201 -110,54.5%45.5%,-6 -107202½ -110,-6½ -110203 -110,-6 -115203 -110,-6½ -110203 -115,-6 -105203 -105,-6 -115203 -110,-6 -115203 -115,-6 -115203 -110,-6 -115203 -110,-6½ -110203 -115,2016-12-05
matchuplink,715716,8:00p,BostonHoustonOptions,NBA TV216,219½ -110-5 -110,50.2%49.8%,217½ -110-5½ -108,218 -110-5½ -110,217½ -110-5½ -115,217½ -115-5½ -110,218 -105-5½ -105,217½ -110-5½ -110,218 -115-5½ -110,217½ -110-5½ -115,217½ -110-5½ -110,217½ -115-5½ -110,2016-12-05
matchuplink,717718,8:30p,CharlotteDallasOptions,FS-SW676,-5 -110188 -110,54.0%46.0%,-3½ -105194 -107,-3½ -110193½ -110,-3½ -115194 -110,-3½ -115193½ -110,-4 -105193½ -105,-3½ -110194 -110,-4 -110194 -110,-3½ -115194 -110,-3½ -110194 -110,-3½ -115193½ -110,2016-12-05
matchuplink,719720,10:30p,UtahL.A. LakersOptions,691TWC-SN,-2½ -110200 -110,56.6%43.4%,-4½ -110198½ -113,-4½ -110198 -110,-4 -119198½ -110,-4½ -110197½ -115,-4½ -105198 -105,-4½ -115198½ -110,-5 -105199 -115,-4 -119198½ -110,-4½ -110198 -110,-4½ -110197½ -115,2016-12-05
matchuplink,721722,10:30p,IndianaGolden StateOptions,CSN-BA696,222 -110-14 -115,42.7%57.3%,224 -107-15 -102,224 -110-15 -110,224 -110-15½ -105,224½ -110-15 -110,223½ -105-15 -105,225 -110-15½ -110,225 -115-15½ -105,224 -110-15½ -105,224 -110-15 -110,224½ -110-15 -110,2016-12-05
matchuplink,501502,6:00p,OrlandoDetroitOptions,663-1FS-DET+,193½ -110-6½ -110,39.1%60.9%,195 -110-7 -105,195½ -110-7 -110,195½ -110-7½ -105,195½ -110-7½ -103,195½ -105-7 -105,195½ -110-7½ -110,195 -115-7½ -115,195½ -110-7½ -105,195½ -110-7 -115,195½ -110-7½ -103,2016-12-04
matchuplink,503504,7:00p,New OrleansOklahoma CityOptions,FS-OK676-5,213½ -110-7 -110,48.3%51.7%,214 -113-6 -103,214½ -110-6 -110,214½ -110-6 -110,214½ -110-6 -106,214½ -105-6 -105,214½ -110-6 -110,215 -115-6 -115,214½ -110-6 -110,214½ -110-6 -110,214½ -110-6 -106,2016-12-04
matchuplink,505506,7:30p,SacramentoNew YorkOptions,MSG634,210 -110-4½ -110,45.7%54.3%,208½ -105-1½ -105,209½ -108-1½ -105,209½ -110-1 -110,209 -118-1½ -110,209½ -105-1½ -105,209½ -110-1 -110,209 -115-2 -105,209½ -110-1 -110,209½ -110-1½ -110,209 -118-1½ -110,2016-12-04
matchuplink,507508,9:30p,IndianaL.A. ClippersOptions,PRIME693,210½ -110-10 -110,51.7%48.3%,206½ -106-11½ -103,207 -110-11½ -110,207 -110-11½ -110,207½ -120-11½ -110,207 -105-11½ -105,207 -110-11½ -110,207 -115-11½ -115,207 -110-11½ -110,207 -110-11½ -110,207½ -120-11½ -110,2016-12-04
matchuplink,701702,5:00p,BrooklynMilwaukeeOptions,FS-WI668-1,215½ -110-10½ -110,50.7%49.3%,214½ -108-8½ -100,215 -105-10 -105,214 -110-10 -110,214½ -110-10 -110,214½ -105-10 -105,214 -110-10 -112,215 -110-10 -110,214 -110-10 -110,214½ -110-10 -110,214½ -110-10 -110,2016-12-03
matchuplink,703704,7:00p,MinnesotaCharlotteOptions,649-1FS-SE,206 -110-7 -110,45.3%54.7%,211 -107-5½ -105,211 -110-5½ -110,210½ -110-6 -105,209 -125-6 +100,211 -105-5½ -105,210½ -110-6 -105,210 -115-6 -105,210½ -110-6 -105,211 -110-6 -110,209 -125-6 +100,2016-12-03
matchuplink,705706,7:30p,AtlantaTorontoOptions,649FS-SE,205½ -110-8 -110,52.1%47.9%,207 -108-8½ +102,207 -107-8½ -105,206½ -110-8½ -105,207 -110-8½ -110,207 -105-8½ -105,206½ -110-8½ -110,207 -115-8½ -110,206½ -110-8½ -115,207 -110-8½ -110,207 -110-8½ -110,2016-12-03
matchuplink,707708,7:30p,BostonPhiladelphiaOptions,CSN-PH,-8 -110204 -110,53.1%46.9%,-10 -104207½ -110,-10 -107207 -107,-9½ -115207 -110,-9½ -120207½ -110,-10 -105207 -105,-9½ -115207 -110,-10 -110208 -115,-9½ -115207 -110,-10 -110207 -110,-9½ -120207½ -110,2016-12-03
matchuplink,709710,8:00p,L.A. LakersMemphisOptions,649-2FS-SE,-1 -110205 -110,47.0%53.0%,198 -107-2½ -104,198 -107-2½ -108,197½ -110-2½ -105,198 -110-2½ -108,198 -105-2½ -105,197½ -110-2½ -115,198 -115-2½ -115,197½ -110-2½ -105,198 -110-2½ -110,198 -110-2½ -108,2016-12-03
matchuplink,711712,8:30p,ChicagoDallasOptions,FS-SW676,-7 -110188½ -110,58.7%41.3%,-3½ +102190 -110,-3 -107190½ -105,-3½ -105190½ -110,-3½ -105190 -115,-3½ -105190½ -105,-3½ -105190½ -110,-4 -105190 -110,-3½ -105190½ -110,-3 -110189½ -110,-3½ -105190 -115,2016-12-03
matchuplink,713714,9:00p,DenverUtahOptions,NBA TV216,199 -110-6 -115,42.7%57.3%,200½ -105-7 -113,200 -110-7½ -110,200½ -110-7 -115,201 -120-7 -115,200½ -105-7½ -105,200½ -110-7 -115,201 -115-7½ -110,200½ -110-7 -115,201½ -110-7½ -110,201 -120-7 -115,2016-12-03
matchuplink,715716,10:00p,MiamiPortlandOptions,CSN-NW,209½ -110-6½ -110,45.9%54.1%,215½ -106-6 -105,215½ -110-6 -110,215 -110-6 -105,215 -120-6 -110,216 -105-6 -105,215 -110-6 -105,216 -110-6 -115,215 -110-6 -105,215½ -110-5½ -110,215 -120-6 -110,2016-12-03
matchuplink,717718,10:30p,PhoenixGolden StateOptions,CSN-BA696,228½ -110-16½ -110,40.6%59.4%,227½ -108-16½ -113,227½ -110-16½ -110,228 -110-16½ -110,228 -110-16½ -120,228 -105-17 -105,228 -110-16½ -110,228 -115-17 -110,228 -110-16½ -110,227½ -110-16½ -110,228 -110-16½ -120,2016-12-03
matchuplink,501502,7:00p,OrlandoPhiladelphiaOptions,CSN-PH,PK -110200 -110,44.2%55.8%,198½ -105-1 -102,PK -110198½ -110,PK -110198½ -110,198½ -110-1 +100,198½ -105-1 +105,PK -110198½ -110,198 -115-1 -110,PK -110198½ -110,198½ -110-1½ -110,198½ -110-1 +100,2016-12-02
matchuplink,503504,7:30p,L.A. LakersTorontoOptions,691TWC-SN,217½ -110-10 -110,58.4%41.6%,214 -107-10 +102,214 -110-10 -110,214 -110-9½ -115,214½ -120-10 -105,214 -105-10 -105,214 -110-9½ -115,215 -115-10 -110,214 -110-9½ -115,214 -110-9½ -110,214½ -120-10 -105,2016-12-02
matchuplink,505506,7:30p,SacramentoBostonOptions,630CSN-NE,207½ -110-7 -110,51.1%48.9%,210½ -105-6½ -101,210½ -110-6 -110,210½ -110-6 -110,211 -110-6 -115,211 -105-6 -105,210½ -110-6 -110,211 -110-6 -115,210½ -110-6 -110,210½ -110-6½ -110,211 -110-6 -115,2016-12-02
matchuplink,507508,7:30p,MinnesotaNew YorkOptions,MSG634,210 -110-4½ -110,52.2%47.8%,-2½ -108210½ -105,-2½ -110211 -110,-2½ -110211½ -110,-2½ -110211 -110,-2½ -105211 -105,-2½ -115211½ -110,-2½ -110211 -110,-2½ -110211½ -110,-2½ -110211 -115,-2½ -110211 -110,2016-12-02
matchuplink,509510,8:00p,DetroitAtlantaOptions,649FS-SE,194 -110-3½ -110,48.1%51.9%,199 -107-1½ -107,199 -110-1½ -110,200 -110-1½ -105,198½ -120-1½ -110,199½ -105-1½ -105,200 -110-1½ -105,199 -110-1½ -115,200 -110-1½ -105,199 -110-1½ -110,198½ -120-1½ -110,2016-12-02
matchuplink,511512,8:00p,ClevelandChicagoOptions,ESPN206,-2 -115210 -110,65.5%34.5%,-1½ -104209½ -105,-1½ -110209½ -110,-1½ -110209½ -110,-2 -105209½ -110,-1½ -105209½ -105,-1½ -110209½ -110,-3 -105210 -115,-1½ -110209½ -110,-1½ -110209½ -110,-2 -105209½ -110,2016-12-02
matchuplink,513514,8:00p,L.A. ClippersNew OrleansOptions,FS-NO676-4,-5½ -110211 -110,51.6%48.4%,-4½ -102205½ -107,-4 -110205½ -110,-4 -105205 -110,-4 -106205½ -115,-4 -105205 -105,-4 -110205 -110,-4 -110206 -115,-4 -105205 -110,-4 -110205½ -110,-4 -106205½ -115,2016-12-02
matchuplink,515516,8:30p,WashingtonSan AntonioOptions,FS-SW676,203 -110-9 -110,46.8%53.2%,204 -113-9 -101,204 -108-9 -105,204 -110-9 -110,204 -115-9 -113,204½ -105-9 -105,204 -110-9 -110,204 -110-9 -110,204 -110-9 -110,204 -110-9 -110,204 -115-9 -113,2016-12-02
matchuplink,517518,10:30p,HoustonDenverOptions,ESPN206,222½ -110-1 -110,51.5%48.5%,221 -108-3½ -105,221½ -110-3½ -110,221½ -110-3½ -110,220 -130-4 +100,222 -105-3½ -105,221½ -110-3½ -115,222 -115-3½ -110,221½ -110-3½ -110,221 -110-3½ -110,220 -130-4 +100,2016-12-02
matchuplink,701702,7:00p,DallasCharlotteOptions,649-1FS-SE,193 -110-11½ -110,43.4%56.6%,194 -113-12 -109,193½ -110-12 -110,192½ -110-12 -115,193½ -110-12 -114,192½ -105-12½ -105,192½ -110-12 -115,193 -110-11½ -115,192½ -110-12 -115,193 -110-12 -110,193½ -110-12 -114,2016-12-01
matchuplink,703704,7:30p,MilwaukeeBrooklynOptions,YES631,-4½ -110218 -110,54.6%45.4%,-5½ -102215½ -110,-5½ -110215 -110,-5½ -110215 -110,-5½ -116215 -110,-5½ -105215 -105,-5½ -110215 -110,-6 -105215 -110,-5½ -110215 -110,-5½ -110215½ -110,-5½ -116215 -110,2016-12-01
matchuplink,705706,8:00p,L.A. ClippersClevelandOptions,TNT245,211 -110-4½ -110,45.0%55.0%,215½ -108-3½ -107,215½ -110-3½ -110,215½ -110-4 -105,215½ -115-3½ -105,216 -105-3½ -105,215½ -110-4 -105,216 -115-4 -110,215½ -110-4 -105,215½ -110-3½ -110,215½ -115-3½ -105,2016-12-01
matchuplink,707708,8:00p,OrlandoMemphisOptions,649-2FS-SE,187 -110-2 -110,90.0%10.0%,-4 -105190½ -105,-4 -105190½ -105,-4 -115191½ -110,-4 -112190½ -110,-4 -105190½ -105,-4 -115190½ -110,-3½ -115189 -115,-4 -115191½ -110,-4 -110190½ -110,-4 -112190½ -110,2016-12-01
matchuplink,709710,9:00p,MiamiUtahOptions,ROOT SPORTS687,189 -110-9 -110,49.3%50.7%,187 -105-7 -102,187 -105-7 -102,186½ -110-6½ -115,186½ -110-7 -105,186½ -105-6½ -105,186½ -110-6½ -110,187 -115-7½ -105,186½ -110-6½ -115,187 -110-7 -105,186½ -110-7 -105,2016-12-01
matchuplink,711712,10:30p,HoustonGolden StateOptions,TNT245,229½ -110-10½ -110,44.8%55.2%,232 -105-11 -120,232½ -110-11½ -110,232½ -110-11½ -103,232 -125-11½ -110,233 -105-11½ -105,232½ -110-11½ -110,233 -110-11½ -110,232½ -110-11½ -103,232½ -110-11½ -110,232 -125-11½ -110,2016-12-01
matchuplink,503504,7:30p,MemphisTorontoOptions,649-2FS-SE,195½ -110-10 -110,48.7%51.3%,195 -110-13 -103,195 -110-13 -110,195 -110-13½ -105,195 -110-13 -110,194½ -105-13 -105,195 -110-13½ -105,195 -110-13½ -105,195 -110-13½ -105,195 -110-13 -110,195 -110-13 -110,2016-11-30
matchuplink,505506,7:30p,DetroitBostonOptions,NBA TV216,197½ -110-7½ -110,46.9%53.1%,200 -108-6½ -105,200 -110-6½ -110,200½ -110-6½ -105,200½ -118-6½ -110,200 -105-6½ -105,200½ -110-6½ -110,201 -115-6½ -115,200½ -110-6½ -105,200½ -110-6½ -110,200½ -118-6½ -110,2016-11-30
matchuplink,507508,8:00p,WashingtonOklahoma CityOptions,FS-OK676-5,214½ -110-5½ -110,45.0%55.0%,215½ -105-5 -102,216 -110-5 -110,216 -110-5 -105,216 -110-5 -110,216 -105-5 -105,216 -110-5 -110,216 -115-5½ -110,216 -110-5 -105,216 -110-5 -110,216 -110-5 -110,2016-11-30
matchuplink,509510,8:00p,New YorkMinnesotaOptions,FS-N668,210 -110-3 -110,49.3%50.7%,211½ -108-4 -107,211½ -110-3½ -110,211½ -110-3½ -115,211½ -113-3½ -115,211½ -105-3½ -105,212 -110-3½ -110,212 -115-4 -105,211½ -110-3½ -115,211½ -110-4 -110,211½ -113-3½ -115,2016-11-30
matchuplink,511512,8:00p,L.A. LakersChicagoOptions,665CSN-CH,210 -110-10 -110,53.5%46.5%,210 -105-10½ -113,209½ -110-10½ -110,209½ -110-10½ -110,209½ -110-10½ -110,210 -105-11 -105,209½ -110-10½ -110,210 -115-10½ -110,209½ -110-10½ -110,209½ -110-10½ -110,209½ -110-10½ -110,2016-11-30
matchuplink,513514,8:30p,San AntonioDallasOptions,FS-SW676,-10 -110192 -110,57.8%42.2%,-8½ -113187½ -106,-9 -101187½ -117,-8½ -115186½ -110,-9 -105187 -115,-9 +100187 -105,-8½ -115186½ -110,-9 -110188 -115,-8½ -115186½ -110,-8½ -110187½ -110,-9 -105187 -115,2016-11-30
matchuplink,515516,9:00p,MiamiDenverOptions,ALT681,205 -110-4½ -110,47.4%52.6%,208 -107-6½ -105,207½ -110-6½ -110,208 -110-6½ -110,208 -110-6½ -110,208 -105-6½ -105,208 -110-6½ -110,208 -110-6½ -110,208 -110-6½ -110,207½ -110-6½ -110,208 -110-6½ -110,2016-11-30
matchuplink,517518,9:00p,AtlantaPhoenixOptions,686FS-AZ,-4 -110211½ -110,52.6%47.4%,-4 -103211 -106,-4 -110211 -110,-3 -110211 -110,-4 -110211 -110,-4 -105210½ -105,-3 -110211 -110,-4 -110211 -110,-3 -110211 -110,-4 -115211 -110,-4 -110211 -110,2016-11-30
matchuplink,519520,10:00p,IndianaPortlandOptions,NBA TV216,217½ -110-7 -110,55.3%44.7%,208½ -105-7½ -107,208½ -110-7½ -110,209 -110-7½ -105,208 -115-7½ -110,209 -105-7½ -105,208½ -110-7½ -105,209 -110-7½ -110,209 -110-7½ -105,208½ -110-7½ -110,208 -115-7½ -110,2016-11-30
matchuplink,501502,7:00p,SacramentoPhiladelphiaOptions,CSN-PH,-3½ -110208½ -110,49.1%50.9%,-4½ -107204½ -110,-4½ -108204½ -108,-5 -110204½ -110,-4½ -115204½ -112,-5 -105205 -105,-5½ -110204½ -110,-5 -110205 -115,-5 -110204½ -110,-4½ -110204½ -110,-4½ -115204½ -112,2016-11-30
matchuplink,701702,7:00p,DetroitCharlotteOptions,649-1663-1,199 -110-4½ -110,45.4%54.6%,200 -113-3½ -105,200 -110-3½ -110,200 -110-4 -110,200 -110-3½ -112,200 -105-3½ -105,200 -110-4 -110,201 -110-4 -105,200 -110-4 -110,200 -110-3½ -110,200 -110-3½ -112,2016-11-29
matchuplink,703704,7:30p,L.A. ClippersBrooklynOptions,YES631,-11 -110212½ -110,60.7%39.3%,-10½ -109212½ -107,-11½ -103213 -117,-11 -110212 -110,-10½ -117213½ -117,-11 -105213 -105,-11 -110212 -110,-11 -110214 -115,-11 -110212 -110,-11 -110212½ -110,-10½ -117213½ -117,2016-11-29
matchuplink,705706,8:00p,ClevelandMilwaukeeOptions,FS-WI668-1,-7½ -110210½ -110,56.8%43.2%,-7 -113213½ -107,-7 -105213½ -105,-7½ -109213½ -110,-7 -110213 -115,-7 -105213½ -105,-7½ -110213½ -110,-8 -110214 -110,-7½ -109213½ -110,-7 -115213½ -110,-7 -110213 -115,2016-11-29
matchuplink,707708,8:00p,L.A. LakersNew OrleansOptions,FS-NO676-4,217 -110-5 -110,49.6%50.4%,218 -105-5½ -108,218½ -105-5½ -107,218 -110-5½ -110,218½ -110-5½ -110,218½ -105-5½ -105,218 -110-5 -110,219 -110-5½ -105,218 -110-5½ -110,218 -110-5½ -110,218½ -110-5½ -110,2016-11-29
matchuplink,709710,8:30p,OrlandoSan AntonioOptions,FS-SW676,194 -110-12 -110,51.2%48.8%,194 -106-12½ -103,194½ -105-12½ -101,194½ -110-12½ -115,194½ -110-12½ -110,194½ -105-12½ -105,194½ -110-12 -115,194 -115-12½ -115,194½ -110-12½ -115,194½ -110-12½ -110,194½ -110-12½ -110,2016-11-29
matchuplink,711712,9:00p,HoustonUtahOptions,NBA TV216,PK -110201½ -110,57.1%42.9%,-1 -104204½ -106,-1 -110204 -110,PK -110204 -110,-1½ -110204½ -115,-1½ -105204½ -105,PK -110204 -110,-2 -110205 -110,PK -110204 -110,-1 -110204 -110,-1½ -110204½ -115,2016-11-29
matchuplink,501502,7:00p,SacramentoWashingtonOptions,642CSN-DC,213½ -110-5 -110,50.2%49.8%,209 -107-5 -106,209½ -110-5 -110,209½ -110-5 -110,209½ -115-5 -110,209½ -105-5 -105,209½ -110-5 -110,210 -110-5 -115,209½ -110-5 -110,209½ -110-5 -110,209½ -115-5 -110,2016-11-28
matchuplink,503504,7:30p,PhiladelphiaTorontoOptions,CSN-PH,213½ -110-14½ -110,51.2%48.8%,207½ -107-15 -109,206½ -110-15 -110,206½ -110-15 -110,206½ -110-15 -110,206½ -105-15 -105,206½ -110-15 -110,207 -115-15½ -110,206½ -110-15 -110,206½ -110-15 -110,206½ -110-15 -110,2016-11-28
matchuplink,505506,7:30p,Oklahoma CityNew YorkOptions,MSG634,213½ -110-1 -110,48.2%51.8%,-1 -108215½ -107,PK -110215½ -110,-1 -110216 -110,-1 -105215 -120,-1 -105216 -105,-1 -110215½ -110,-1 -115216 -115,-1 -110216 -110,-1 -105215½ -110,-1 -105215 -120,2016-11-28
matchuplink,507508,7:30p,BostonMiamiOptions,NBA TV216,-3½ -115196 -110,59.8%40.2%,-4 -110201½ -105,-4 -110201 -110,-4½ -110201½ -110,-4 -110201½ -115,-4 -105201 -105,-4½ -110201½ -110,-4½ -105201 -110,-4½ -110201½ -110,-4 -110201 -110,-4 -110201½ -115,2016-11-28
matchuplink,509510,8:00p,UtahMinnesotaOptions,FS-N668,-1½ -110196 -110,58.7%41.3%,-3 +102193½ -106,-3 -110193½ -110,-3 -110193 -110,-3 -110193½ -110,-3 -105193 -105,-3 -110193 -110,-3½ -105193 -115,-3 -110193 -110,-3 -105193½ -110,-3 -110193½ -110,2016-11-28
matchuplink,511512,8:00p,CharlotteMemphisOptions,649-2FS-SE,196 -110-2½ -110,53.2%46.8%,-2 -105197½ -110,-2 -110198 -110,-2 -110198 -110,-2 -110197½ -115,-2 -105197½ -105,-2 -110198 -110,-1½ -110198 -110,-2 -110198 -110,-2 -110197 -110,-2 -110197½ -115,2016-11-28
matchuplink,513514,10:30p,AtlantaGolden StateOptions,CSN-BA696,218 -110-13 -110,42.5%57.5%,217 -108-14 -102,218½ -110-14 -110,218½ -110-13½ -110,217½ -115-14 -110,218 -105-14 -105,218 -110-14 -110,218 -115-14½ -105,218½ -110-13½ -110,217½ -110-14 -110,217½ -115-14 -110,2016-11-28
matchuplink,701702,1:00p,ClevelandPhiladelphiaOptions,660CSN-PH,-11 -110209 -110,55.8%44.2%,-11 -100210 -115,-11 -110210 -110,-11 -110209½ -110,-11 -110209½ -110,-11 -105209½ -105,-11 -110209½ -110,-11½ -110210 -110,-11 -110209½ -110,-11 -115210 -110,-11 -110209½ -110,2016-11-27
matchuplink,703704,3:30p,DenverPhoenixOptions,ALT681,215½ -110-1 -110,42.2%57.8%,214½ -113-2½ -110,213½ -110-2½ -110,213 -110-2½ -110,213 -110-2½ -110,212½ -105-3 -105,213 -110-2½ -110,213 -110-2½ -110,213 -110-2½ -110,213½ -110-2½ -110,213 -110-2½ -110,2016-11-27
matchuplink,705706,6:00p,SacramentoBrooklynOptions,YES631,-4 -110214½ -110,55.5%44.5%,-5 -105220 -110,-5 -102219½ -108,-5 -105219½ -110,-5 -110220½ -120,-5 -105219½ -105,-5 -105219½ -110,-5 -110220 -110,-5 -105219½ -110,-5 -110220 -110,-5 -110220½ -120,2016-11-27
matchuplink,707708,6:00p,MilwaukeeOrlandoOptions,654FS-FL,196 -110-3 -110,44.3%55.7%,196½ -109-2 -105,196½ -110-1½ -110,196½ -110-2 -110,196½ -115-1 -117,197 -105-2 -105,196½ -110-2 -110,196 -115-1½ -110,196½ -110-2 -110,196½ -110-1½ -110,196½ -115-1 -117,2016-11-27
matchuplink,709710,6:00p,L.A. ClippersIndianaOptions,FS-IN671-4,-10½ -110207½ -110,56.8%43.2%,-11½ -108206 -105,-11½ -110206 -110,-12 -110206 -110,-11½ -113207 -120,-12 -105206½ -105,-12 -110206 -110,-12 -110207 -115,-12 -110206 -110,-11½ -110206 -110,-11½ -113207 -120,2016-11-27
matchuplink,711712,7:00p,New OrleansDallasOptions,FS-SW676,PK -110202 -110,57.3%42.7%,-5 -105196½ -108,-5 -105196½ -105,-5 -110197 -110,-5½ -110196½ -110,-5 -105195½ -105,-5 -110197 -110,-5½ -110197 -115,-5 -110197 -110,-5 -110197 -110,-5½ -110196½ -110,2016-11-27
matchuplink,713714,9:00p,HoustonPortlandOptions,CSN-NW,223 -110-1½ -110,53.9%46.1%,-1½ -110227 -105,-1½ -110226½ -110,-1½ -105227 -110,-1½ -110226 -125,-2 -105227½ -105,-1½ -105227 -110,-2 -110227 -110,-1½ -105227 -110,-1½ -110226½ -110,-1½ -110226 -125,2016-11-27
matchuplink,715716,9:30p,AtlantaL.A. LakersOptions,691TWC-SN,-4 -110212 -110,53.2%46.8%,-5½ -111209½ -106,-6 -110209½ -110,-6 -119209 -110,-5½ -120209½ -110,-6 -105209 -105,-6 -119209 -110,-6 -110210 -110,-6 -119209 -110,-6 -110209½ -110,-5½ -120209½ -110,2016-11-27
matchuplink,501502,7:00p,New YorkCharlotteOptions,MSG634,208 -110-6½ -110,52.8%47.2%,207½ -113-5½ -110,207 -108-5½ -108,206½ -110-5½ -115,207½ -120-5½ -107,206 -105-5½ -105,206½ -110-5½ -110,207 -110-5½ -110,206½ -110-5½ -115,207 -110-5½ -110,207½ -120-5½ -107,2016-11-26
matchuplink,503504,7:00p,San AntonioWashingtonOptions,NBA TV216,-6 -110202½ -110,62.0%38.0%,-5 -105205½ -107,-6 -110205 -110,-5½ -105205 -110,-6 -110205 -115,-5½ -105205 -105,-5½ -105205 -110,-6½ -105206 -115,-5½ -105205 -110,-6 -110205 -110,-6 -110205 -115,2016-11-26
matchuplink,505506,8:00p,DetroitOklahoma CityOptions,FS-OK676-4,205 -110-6½ -110,43.1%56.9%,203 -110-4½ -110,202½ -105-4½ -103,203 -110-4½ -110,203 -115-3½ -125,202½ -105-4½ -105,203 -110-4½ -110,204 -110-5 -110,203 -110-4½ -110,203 -110-4½ -110,203 -115-3½ -125,2016-11-26
matchuplink,507508,8:00p,MemphisMiamiOptions,SUN653,183½ -115-1 -115,61.1%38.9%,-1½ -100186½ -115,-1½ -110186½ -110,-1 -110187 -110,-1½ -110186½ -115,-1½ -105187 -105,-1 -110187 -110,-1½ -110187 -110,-1 -110187 -110,-1½ -110186½ -110,-1½ -110186½ -115,2016-11-26
matchuplink,509510,10:30p,MinnesotaGolden StateOptions,CSN-BA696,228 -110-14 -110,38.9%61.1%,223½ -110-12½ -102,223 -110-12½ -110,223½ -110-12½ -110,222½ -115-12½ -110,223½ -105-12½ -105,223½ -110-12½ -110,224 -110-14 -110,223½ -110-12½ -110,222½ -110-13 -110,222½ -115-12½ -110,2016-11-26
