gid,name,espn_id,espn_name,team,gp,gs,min,fg,fga,3p,3pa,ft,fta,orb,drb,rb,ast,stl,blk,to,pf,dq,+/-,dd,td,fanduel pts,draftkings pts,draftday pts,yahoo pts,fanduel position,fanduel salary,draftkings position,draftkings salary,draftday position,draftday salary,yahoo position,yahoo salary,team pts,oppt pts,total pts
4627,"Oladipo, Victor",2527963,"Oladipo, Victor",okc,1,1,23.06666667,4,7,3,4,1,1,0,3,3,1,0,0,1,0,0,0,0,0,16.1,18.25,19,17.6,2,5800,2,5900,12,11550,2,26,75,71,146
4583,"Olynyk, Kelly",2489663,"Olynyk, Kelly",bos,1,0,19.91666667,2,5,2,3,0,0,0,5,5,2,0,2,2,1,0,11,0,0,17,19.25,19.5,18,5,3700,45,3600,5,7900,4,10,98,91,189
5010,"Onuaku, Chinanu",0,"Onuaku, Chinanu",hou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,5,3000,5,5000,5,10,77,95,172
4828,"Oubre, Kelly",0,"Oubre, Kelly",was,1,0,11,0,2,0,0,0,0,0,2,2,0,1,1,1,1,0,-2,0,0,5.4,6,5.5,5.4,3,3700,23,4000,3,6400,3,10,91,98,189
4461,"Parsons, Chandler",6466,"Parsons, Chandler",mem,1,1,18.23333333,7,12,0,3,0,0,0,0,0,0,1,0,0,3,0,-6,0,0,16,16,14.75,16,3,3500,3,3200,34,7700,3,10,71,75,146
3786,"Paul, Chris",2779,"Paul, Chris",lac,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9200,1,9400,1,18050,1,46,0,0,0
4673,"Payne, Adreian",2531100,"Payne, Adreian",min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,4,3000,4,5000,4,10,95,77,172
4882,"Payne, Cameron",0,"Payne, Cameron",okc,1,0,11.03333333,1,3,0,1,0,0,0,0,0,1,0,0,0,3,0,-5,0,0,3.5,3.5,3,3.5,1,3500,1,3000,1,5050,1,10,75,71,146
4699,"Payton, Elfrid",2583639,"Payton, Elfrid",orl,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5900,1,5400,1,11650,1,21,0,0,0
4116,"Pekovic, Nikola",3453,"Pekovic, Nikola",min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,3000,5,5000,5,10,95,77,172
2428,"Pierce, Paul",662,"Pierce, Paul",lac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,3,3000,34,5100,3,10,0,0,0
4993,"Plumlee, Marshall",0,"Plumlee, Marshall",nyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,5,3000,5,5000,5,10,97,98,195
4607,"Plumlee, Mason",2488653,"Plumlee, Mason",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6700,5,6000,45,12300,5,22,0,0,0
4653,"Porter, Otto",2594922,"Porter, Otto",was,1,1,29.81666667,7,9,1,1,0,0,2,4,6,4,3,0,0,1,0,-3,0,0,34.2,35,35,34.7,3,5900,34,6200,3,12150,3,25,91,98,189
4871,"Porzingis, Kristaps",0,"Porzingis, Kristaps",nyk,1,1,27.61666667,3,10,1,6,0,0,0,3,3,2,1,1,1,4,0,-4,0,0,16.6,17.75,16.5,17.1,4,7900,4,7500,45,17250,4,35,97,98,195
4931,"Quarterman, Tim",0,"Quarterman, Tim",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,1,3000,1,5000,1,10,0,0,0
5011,"Randle, Chasson",0,"Randle, Chasson",phi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,98,97,195
3314,"Randolph, Zach",1017,"Randolph, Zach",mem,1,0,21.8,3,10,0,0,2,2,3,5,8,1,0,0,4,1,0,-2,0,0,15.1,17.5,15.75,15.1,4,6000,45,5800,45,10200,4,20,71,75,146
3861,"Redick, J.J.",3024,"Redick, J.J.",lac,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4500,2,5500,2,8900,2,15,0,0,0
4483,"Rivers, Austin",6617,"Rivers, Austin",lac,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4400,1,4700,12,7400,1,14,0,0,0
4559,"Roberson, Andre",2530596,"Roberson, Andre",okc,1,1,25.03333333,3,5,1,3,1,2,1,5,6,0,0,1,1,1,0,8,0,0,16.2,17.5,17.25,16.7,3,3800,3,4000,23,7150,3,11,75,71,146
3929,"Rodriguez, Sergio",3025,"Rodriguez, Sergio",phi,1,0,13.93333333,1,7,0,3,0,0,1,0,1,4,0,0,3,0,0,-1,0,0,6.2,7.75,6.25,6.2,1,4400,1,4000,1,10250,1,15,98,97,195
4073,"Rose, Derrick",3456,"Rose, Derrick",nyk,1,1,31.68333333,11,16,0,0,3,4,0,2,2,4,1,0,2,1,0,-21,0,0,33.4,34.5,33,33.4,1,6600,1,5900,1,11850,1,24,97,98,195
4823,"Rozier, Terry",0,"Rozier, Terry",bos,1,0,17.96666667,3,5,1,2,1,1,0,3,3,1,1,0,0,1,0,17,0,0,15.1,15.75,15.75,15.6,1,3500,1,3000,1,5100,1,10,98,91,189
4414,"Rubio, Ricky",4011,"Rubio, Ricky",min,1,1,28.4,1,5,0,2,6,6,0,3,3,15,1,0,1,2,0,15,0,0,35.1,35.75,34.75,35.1,1,6000,1,5600,1,12250,1,18,95,77,172
4683,"Rudez, Damjan",2309097,"Rudez, Damjan",orl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,3,3000,23,5000,2,10,0,0,0
4083,"Rush, Brandon",3457,"Rush, Brandon",min,1,1,35.3,4,6,4,5,0,0,2,1,3,3,3,1,0,0,0,6,0,0,28.1,30.25,31.75,30.1,2,3500,2,3000,23,5000,2,10,95,77,172
4921,"Sabonis, Domantas",0,"Sabonis, Domantas",okc,1,1,10.8,0,1,0,0,0,0,0,2,2,1,0,0,2,1,0,-2,0,0,1.9,3,2.75,1.9,4,3500,4,3200,4,5650,4,10,75,71,146
4904,"Saric, Dario",0,"Saric, Dario",phi,1,0,21.2,1,8,1,3,0,0,1,2,3,0,0,0,0,0,0,-16,0,0,6.6,7.25,6,7.1,4,4200,34,4600,4,8000,3,11,98,97,195
4980,"Satoransky, Tomas",0,"Satoransky, Tomas",was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,1,3000,12,5000,1,10,91,98,189
4397,"Shumpert, Iman",6468,"Shumpert, Iman",cle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3700,12,3500,23,6200,1,10,0,0,0
4925,"Simmons, Ben",0,"Simmons, Ben",phi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,3000,34,5000,1,10,98,97,195
4460,"Singler, Kyle",6469,"Singler, Kyle",okc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,3,3000,23,5000,3,10,75,71,146
4677,"Smart, Marcus",2990992,"Smart, Marcus",bos,1,1,29.2,3,9,0,4,3,3,2,1,3,4,0,0,2,3,0,-4,0,0,16.6,17.75,16.25,16.6,1,5200,23,6300,1,9850,2,18,98,91,189
3669,"Smith, J.R.",2444,"Smith, J.R.",cle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,2,3500,23,7150,2,15,0,0,0
4023,"Smith, Jason",3232,"Smith, Jason",was,1,0,18.71666667,5,9,0,1,3,4,2,3,5,1,0,0,1,1,0,-9,0,0,19.5,20.25,19,19.5,4,3500,45,3000,45,5000,4,10,91,98,189
4122,"Speights, Marreese",3460,"Speights, Marreese",lac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4300,45,4200,45,7400,5,10,0,0,0
4703,"Stauskas, Nik",2991042,"Stauskas, Nik",phi,1,1,22.26666667,2,6,1,4,0,0,1,1,2,3,0,0,1,1,0,-4,0,0,10.9,12,11.5,11.4,2,3700,2,3900,23,5650,2,10,98,97,195
4987,"Stone, Diamond",0,"Stone, Diamond",lac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,5,3000,5,5000,5,10,0,0,0
4420,"Thomas, Isaiah",6472,"Thomas, Isaiah",bos,1,1,30.93333333,11,24,4,10,3,4,3,2,5,4,0,0,4,1,0,1,0,0,37,41.25,39.75,39,1,8900,1,8900,1,15100,1,42,98,91,189
4384,"Thomas, Lance",6485,"Thomas, Lance",nyk,1,0,19.73333333,0,3,0,2,0,0,0,6,6,2,0,0,0,3,0,13,0,0,10.2,10.5,9.75,10.2,3,3500,34,3000,23,5000,3,10,97,98,195
4380,"Thompson, Tristan",6474,"Thompson, Tristan",cle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4900,5,4700,45,9250,5,18,0,0,0
4227,"Thornton, Marcus",4017,"Thornton, Marcus",was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,3,3000,23,5400,2,10,91,98,189
4879,"Towns, Karl-Anthony",0,"Towns, Karl-Anthony",min,1,1,30.16666667,8,14,0,3,3,4,1,12,13,4,1,1,6,3,0,13,1,0,38.6,43.75,42.5,38.6,5,9500,45,9500,5,18300,5,43,95,77,172
4318,"Turner, Evan",4239,"Turner, Evan",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4600,23,3900,23,10050,3,13,0,0,0
4761,"Vonleh, Noah",3078284,"Vonleh, Noah",por,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,4,3000,4,5000,4,10,0,0,0
4373,"Vucevic, Nikola",6478,"Vucevic, Nikola",orl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6900,5,6600,45,13500,5,26,0,0,0
3681,"Vujacic, Sasha",2421,"Vujacic, Sasha",nyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3500,2,3000,2,5000,2,10,97,98,195
4321,"Wall, John",4237,"Wall, John",was,1,1,31.65,3,17,0,5,1,2,1,3,4,8,3,1,1,1,0,0,0,0,30.8,31.5,27.75,30.8,1,9500,1,9200,1,20150,1,49,91,98,189
4056,"Watson, C.J.",3277,"Watson, C.J.",orl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,12,3000,1,5000,1,10,0,0,0
4079,"Westbrook, Russell",3468,"Westbrook, Russell",okc,1,1,28.18333333,5,16,0,6,7,7,1,8,9,10,0,1,3,0,0,9,1,0,41.8,45.25,43,41.8,1,12100,1,11800,1,24350,1,62,75,71,146
4704,"Wiggins, Andrew",3059319,"Wiggins, Andrew",min,1,1,30.16666667,9,15,2,3,4,5,0,4,4,2,0,0,1,3,0,13,0,0,30.8,32.5,31.75,31.8,3,6300,3,6400,23,14900,3,31,95,77,172
4908,"Williams, Troy",0,"Williams, Troy",mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,2,3000,23,5050,2,10,71,75,146
4977,"Wiltjer, Kyle",0,"Wiltjer, Kyle",hou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3500,4,3000,4,5000,4,10,77,95,172
4034,"Wright, Brandan",3242,"Wright, Brandan",mem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,4,3000,45,5000,4,10,71,75,146
4679,"Young, James",3064509,"Young, James",bos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3500,2,3000,2,5000,2,10,98,91,189
4516,"Zeller, Tyler",6631,"Zeller, Tyler",bos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,5,3000,45,5000,4,10,98,91,189
5000,"Zimmerman, Stephen",0,"Zimmerman, Stephen",orl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3500,4,3000,4,5000,4,10,0,0,0
