Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
17888-15814,PF,Alex,,Len,17.97916667,48,3500,MIL@PHO,PHO,MIL,,
17888-9674,SG,Leandro,,Barbosa,9.467391304,46,3500,MIL@PHO,PHO,MIL,,
17888-9677,PF,Jared,,Dudley,14.23030322,33,3500,MIL@PHO,PHO,MIL,O,Illness
17888-16859,SF,Lance,,Thomas,8.439999898,30,3500,CLE@NY,NY,CLE,GTD,Orbital
17888-16348,SG,Darrun,,Hilliard,5.803845919,26,3500,DET@IND,DET,IND,,
17888-9693,PG,Beno,,Udrih,11.72758642,29,3500,DET@IND,DET,IND,,
17888-15843,PG,Trey,,Burke,8.24888916,45,3500,NO@WAS,WAS,NO,,
17888-9706,SF,Richard,,Jefferson,9.663830047,47,3500,CLE@NY,CLE,NY,,
17888-16368,SF,Mike,,Scott,7.206666565,15,3500,ORL@ATL,ATL,ORL,,
17888-15864,PF,Adreian,,Payne,7.416666667,12,3500,MEM@MIN,MIN,MEM,GTD,Illness
